date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:37:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:12%20GMT	https://www.piaproxy.com/registration	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/registration	(from https://www.piaproxy.com/)
19:37:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:13%20GMT	https://www.piaproxy.com/privacy	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/privacy	(from https://www.piaproxy.com/)
19:37:13	7969/7969	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79b2-1f21%22	https://www.piaproxy.com/registration/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/registration/index.html	(from https://www.piaproxy.com/)
19:37:13	23447/23447	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79af-5b97%22	https://www.piaproxy.com/privacy/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/privacy/index.html	(from https://www.piaproxy.com/)
19:37:14	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:13%20GMT	https://www.piaproxy.com/refund_policy	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/refund_policy.34.delayed	(from https://www.piaproxy.com/)
19:37:14	3839/3839	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7abc-eff%22	https://www.piaproxy.com/refund_policy/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/refund_policy/index.html	(from https://www.piaproxy.com/)
19:37:14	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:14%20GMT	https://www.piaproxy.com/logupdate	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/logupdate	(from https://www.piaproxy.com/)
19:37:15	43660/43660	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79da-aa8c%22	https://www.piaproxy.com/logupdate/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/logupdate/index.html	(from https://www.piaproxy.com/)
19:37:15	28921/28921	---MCZ	200	added ('OK')	application/javascript	etag:W/%22635a7971-70f9%22	https://wapi.piaproxy.com/static/index/js/paylist.js	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/js/paylist.js	(from https://www.piaproxy.com/)
19:37:15	39472/39472	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-9a30%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z11lFc-K.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z11lFc-K.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:16	5488/5488	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1570%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z1JlFc-K.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z1JlFc-K.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:16	7848/7848	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1ea8%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z1xlFQ.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLDz8Z1xlFQ.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:16	39624/39624	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-9ac8%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiEyp8kv8JHgFVrJJbecmNE.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiEyp8kv8JHgFVrJJbecmNE.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:16	5504/5504	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1580%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiEyp8kv8JHgFVrJJnecmNE.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiEyp8kv8JHgFVrJJnecmNE.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:16	7900/7900	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1edc%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiEyp8kv8JHgFVrJJfecg.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiEyp8kv8JHgFVrJJfecg.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:17	39256/39256	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-9958%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z11lFc-K.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z11lFc-K.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:17	5396/5396	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1514%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1JlFc-K.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1JlFc-K.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:17	7776/7776	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1e60%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1xlFQ.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLGT9Z1xlFQ.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:18	39372/39372	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-99cc%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z11lFc-K.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z11lFc-K.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:18	5480/5480	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1568%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1JlFc-K.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1JlFc-K.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:18	7988/7988	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-1f34%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1xlFQ.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLEj6Z1xlFQ.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
19:37:19	39232/39232	---M--	200	added ('OK')	font/woff2	etag:%226257ba68-9940%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z11lFc-K.woff2	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/pxiByp8kv8JHgFVrLCz7Z11lFc-K.woff2	(from https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css)
